5uM X	5uM Y	4uM X	4uM Y	3.5uM X	3.5uM Y	3uM X	3uM Y	2.5uM X	2.5uM Y	2uM X	2uM Y	1.75uM X	1.75uM Y	1.5uM X	1.5uM Y	1.35uM X	1.35uM Y	1.2uM X	1.2uM Y
2.0008	0.0780157931753	2.0008	0.0453646556288	2.0008	0.0165537496608	2.0008	0.0357969976077	2.0008	-0.058489833483	2.0008	0.057553234793	2.0008	0.0156058220485	2.0008	-0.00304358422195	2.0008	0.0560063181075	2.0008	0.0261482384315
2.0008	0.0158463513873	2.0008	0.00859107559979	2.0008	-0.0089293243432	2.0008	-0.0115528294693	2.0008	-0.041568632714	2.0008	0.04302954588	2.0008	-0.00701626807553	2.0008	-0.00248134280865	2.0008	0.0404505681249	2.0961	0.0577423771536
2.0008	0.0573521828203	2.0008	0.0305715601668	2.0008	0.0356955216188	2.0008	-0.0188980660633	2.0008	-0.044518313986	2.0008	0.051634701616	2.0008	-0.00976326681253	2.0008	-0.0121610726183	2.0008	0.0377549582572	2.0961	0.0440478029596
2.0008	0.0790419352343	2.0008	0.0102696110718	2.0008	0.0121349549828	2.0008	0.000406335363659	2.0008	-0.060197949633	2.0008	0.047611309975	2.0008	-0.0236751503105	2.0008	-0.0172825012203	2.0008	0.0293764618459	2.0961	0.0345749556198
2.0961	0.0731862272689	2.0961	0.0287502718174	2.0961	0.00839663774517	2.0961	0.037959153921	2.0961	-0.0430631630973	2.0961	0.0562951575557	2.0961	-0.00319035985621	2.0961	0.00209982377327	2.0961	0.0442961131941	2.0961	0.0205991334598
2.0961	0.0473391950459	2.0961	0.00147788119437	2.0961	0.00439921928017	2.0961	-0.016503660756	2.0961	-0.0300361261223	2.0961	0.0400154000867	2.0961	-0.00902202207021	2.0961	-0.0143797376977	2.0961	0.0535065024751	2.1914	0.0567038621176
2.0961	0.000113219980888	2.0961	0.00899586002637	2.0961	0.0363343015792	2.0961	0.00804360121704	2.0961	-0.0423040727773	2.0961	0.0525694978967	2.0961	-0.0239998032032	2.0961	-0.0269149104607	2.0961	0.0216851586759	2.1914	0.0385904573542
2.0961	0.0653065896939	2.0961	0.0305523062904	2.0961	0.0132221297912	2.0961	-0.011803596141	2.0961	-0.0417212053843	2.0961	0.0377033693687	2.0961	-0.0311388891142	2.0961	-0.0274219587897	2.0961	0.0309875292075	2.1914	0.0356747697179
2.1914	0.0651046205635	2.1914	0.00759953165	2.1914	0.00742141475988	2.1914	0.0364407772056	2.1914	-0.0450276725688	2.1914	0.0528509754472	2.1914	-0.00595213086032	2.1914	-0.0210466638698	2.1914	0.0565316431139	2.1914	0.0142917091822
2.1914	-0.00132877335652	2.1914	0.009131788547	2.1914	0.0324655749219	2.1914	0.0189374474286	2.1914	-0.0178186414068	2.1914	0.0635375280422	2.1914	-0.0136805365093	2.1914	-0.0181837556908	2.1914	0.0341851905475	2.2867	0.0514568721227
2.1914	0.0428744505525	2.1914	0.033961450472	2.1914	-0.0145220917011	2.1914	-0.00775670882641	2.1914	-0.0389026390598	2.1914	0.0366440106812	2.1914	-0.0295523201033	2.1914	-0.0386933231268	2.1914	0.0319851939846	2.2867	0.0442251300563
2.1914	0.0675375780705	2.1914	0.019789617529	2.1914	0.00467883258988	2.1914	-0.0265238371734	2.1914	-0.0382046014268	2.1914	0.0498922580402	2.1914	-0.0218363092643	2.1914	-0.0395884955098	2.1914	0.0204415287506	2.2867	0.0356262005834
2.2867	0.0633078730476	2.2867	0.00463628086778	2.2867	0.0248466908347	2.2867	0.0324107507906	2.2867	-0.0125536202366	2.2867	0.0669801618941	2.2867	-0.00940510424035	2.2867	-0.0146333777005	2.2867	0.0569362970793	2.2867	0.0202491792051
2.2867	-0.0130036778804	2.2867	0.00782087848178	2.2867	0.00242576623073	2.2867	-0.00952056591139	2.2867	-0.0456844010286	2.2867	0.0443481503651	2.2867	-0.0236873605514	2.2867	-0.0326503092305	2.2867	0.0301428030117	2.3819	0.0617312868973
2.2867	0.0300922774326	2.2867	0.0102870312198	2.2867	0.0318121868367	2.2867	0.00729947638161	2.2867	-0.0227799255966	2.2867	0.0630897333641	2.2867	-0.0537322140674	2.2867	-0.0393804468995	2.2867	0.0253654856048	2.3819	0.0421394569911
2.2867	0.0476675702426	2.2867	0.0208596337628	2.2867	0.00555838720073	2.2867	-0.0351431132514	2.2867	-0.0247750660276	2.2867	0.0458303100771	2.2867	-0.0498519239284	2.2867	-0.0431508442635	2.2867	0.0297699279874	2.3819	0.0366294620269
2.3819	-0.00311170055758	2.3819	0.00605412114493	2.3819	0.0152789966048	2.3819	0.0116465387371	2.3819	-0.0214383050684	2.3819	0.0751965123577	2.3819	7.73757382942e-05	2.3819	-0.0422615801192	2.3819	0.056486797368	2.3819	0.0192755747457
2.3819	0.0345213972134	2.3819	0.0129733518589	2.3819	-0.00137902686222	2.3819	0.0280578402331	2.3819	-0.00680541255239	2.3819	0.0554339955897	2.3819	-0.0248715814427	2.3819	-0.0400705090562	2.3819	0.0319151926803	2.4772	0.0693340267856
